index;prerequisite;advanced;m1;m2;m2_sentence;m3;m4;m4a;m4b;m5
12308;MNEMONIC DOMAIN NAME;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12309;NAME SERVER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12310;NETWORK;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12311;NETWORK LAYER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-0.50
12312;NETWORK NEWS TRANSFER PROTOCOL;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12313;NETWORK SOFTWARE;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12314;OPEN NETWORK;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12315;PEER-TO-PEER MODEL;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12316;PERSONAL AREA NETWORK;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12317;PHISHING;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-1.00
12318;PHONE NETWORK;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.20
12319;PHP;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12320;PORT NUMBER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-0.50
12321;PRINT SERVER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12322;PRIVATE-KEY;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-1.00
12323;PROTOCOL;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12324;PROXY SERVER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-1.00
12325;PUBLIC-KEY;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12326;PUBLIC-KEY ENCRYPTION;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-1.00
12327;REGISTERED DOMAIN;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12328;REMOTE MAIL SERVER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12329;REMOTE SERVER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12330;REPEATER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12331;ROUTER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.50
12332;SECURE SHELL;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12333;SECURE SOCKET LAYER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-1.00
12334;SERVER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12335;SERVER SIDE;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12336;SERVLETS;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12337;SIMPLE MAIL TRANSFER PROTOCOL;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12338;SOFTWARE;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12339;SPYWARE;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-1.00
12340;STAR;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12341;SUBDOMAINS;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12342;SWITCH;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12343;TAG;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12344;TIER-1 INTERNET SERVICE PROVIDER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12345;TIER-2 INTERNET SERVICE PROVIDER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12346;TIER-3 INTERNET SERVICE PROVIDER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12347;TOP-LEVEL DOMAINS;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12348;TRADITIONAL TELEPHONE;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.20
12349;TRANSMISSION CONTROL PROTOCOL;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12350;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12351;TRANSPORT LAYER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12352;TROJAN HORSE;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-1.00
12353;UNIFORM RESOURCE LOCATOR;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12354;USER DATAGRAM PROTOCOL;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-1.00
12355;VIRUS;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-1.00
12356;VOICE OVER INTERNET PROTOCOL;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12357;WEBSERVER;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-0.20
12358;WIDE AREA NETWORK;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.20
12359;WIRELESS NETWORK;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12360;WORLD WIDE WEB;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12361;WORM;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-1.00
12362;SECOND GENERATION;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12363;EMAIL;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12364;CLIENT-SIDE;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12365;SERVER-SIDE;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12366;SERVLET;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.00
12367;WEBSERVERS;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-0.20
12368;4G;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;1.00
12369;ANTIVIRUS SOFTWARE;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;-1.00
12370;SEARCH ENGINE;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.50
12371;WIFI NETWORK;POST OFFICE PROTOCOL VERSION 3;0;;;;;;;0.50
12372;1G;PRINT SERVER;0;;;;;;;-0.50
12373;3G;PRINT SERVER;0;;;;;;;-0.50
12374;ACCESS INTERNET SERVICE PROVIDER;PRINT SERVER;0;;;;;;;-1.00
12375;ACCESS POINT;PRINT SERVER;0;;;;;;;-1.00
12376;ACTIVE SERVER PAGE;PRINT SERVER;0;;;;;;;-1.00
12377;ADDRESSING SYSTEM;PRINT SERVER;0;;;;;;;-1.00
12378;APPLICATION LAYER;PRINT SERVER;0;;;;;;;-1.00
12379;AUDITING SOFTWARE;PRINT SERVER;0;;;;;;;-2.00
12380;BIT PATTERN;PRINT SERVER;0;;;;;;;-1.25
12381;BODY;PRINT SERVER;0;;;;;;;-0.75
12382;BRIDGE;PRINT SERVER;0;;;;;;;0.00
12383;BROWSER;PRINT SERVER;0;;;;;;;-1.25
12384;BUS;PRINT SERVER;0;;;;;;;-1.00
12385;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;PRINT SERVER;0;;;;;;;-1.50
12386;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;PRINT SERVER;0;;;;;;;-1.50
12387;CERTIFICATE;PRINT SERVER;0;;;;;;;-2.00
12388;CERTIFICATE AUTHORITY;PRINT SERVER;0;;;;;;;-2.00
12389;CLIENT;PRINT SERVER;0;;;;;;;-1.25
12390;CLIENT SIDE;PRINT SERVER;0;;;;;;;-1.25
12391;CLIENT/SERVER MODEL;PRINT SERVER;0;;;;;;;0.00
12392;CLOUD COMPUTING;PRINT SERVER;0;;;;;;;-0.50
12393;CLUSTER COMPUTE;PRINT SERVER;0;;;;;;;0.00
12394;COLLISION AVOIDANCE;PRINT SERVER;0;;;;;;;-1.50
12395;COLLISION DETECTION;PRINT SERVER;0;;;;;;;-1.50
12396;COMPUTER;PRINT SERVER;0;;;;;;;-1.25
12397;COMPUTER SYSTEM;PRINT SERVER;0;;;;;;;-1.25
12398;CONTENT DELIVERY NETWORK;PRINT SERVER;0;;;;;;;-0.50
12399;DENIAL OF SERVICE;PRINT SERVER;0;;;;;;;-2.00
12400;DIGITAL SIGNATURE;PRINT SERVER;0;;;;;;;-2.00
12401;DISTRIBUTED SYSTEM;PRINT SERVER;0;;;;;;;-1.25
12402;DOMAIN;PRINT SERVER;0;;;;;;;-1.00
12403;DOMAIN NAME;PRINT SERVER;0;;;;;;;-1.00
12404;DOMAIN NAME SYSTEM;PRINT SERVER;0;;;;;;;-1.00
12405;ENCRYPTION;PRINT SERVER;0;;;;;;;-2.00
12406;END SYSTEM;PRINT SERVER;0;;;;;;;-1.25
12407;END USER;PRINT SERVER;0;;;;;;;-1.25
12408;ETHERNET NETWORK;PRINT SERVER;0;;;;;;;-1.00
12409;EXTENSIBLE MARKUP LANGUAGE;PRINT SERVER;0;;;;;;;-1.00
12410;FILE SERVER;PRINT SERVER;0;;;;;;;-1.25
12411;FILE TRANSFER PROTOCOL;PRINT SERVER;0;;;;;;;-1.25
12412;FIREWALL;PRINT SERVER;0;;;;;;;-2.00
12413;FORWARDING TABLE;PRINT SERVER;0;;;;;;;-1.75
12414;GATEWAY;PRINT SERVER;0;;;;;;;-1.00
12415;GRID COMPUTE;PRINT SERVER;0;;;;;;;0.00
12416;HEAD;PRINT SERVER;0;;;;;;;-1.00
12417;HIDDEN TERMINAL PROBLEM;PRINT SERVER;0;;;;;;;0.00
12418;HOP COUNT;PRINT SERVER;0;;;;;;;-1.75
12419;HOT SPOT;PRINT SERVER;0;;;;;;;-0.50
12420;HUB;PRINT SERVER;0;;;;;;;0.00
12421;HYPERTEXT;PRINT SERVER;0;;;;;;;-1.25
12422;HYPERTEXT DOCUMENT;PRINT SERVER;0;;;;;;;-1.00
12423;HYPERTEXT MARKUP LANGUAGE;PRINT SERVER;0;;;;;;;-1.00
12424;HYPERTEXT TRANSFER PROTOCOL;PRINT SERVER;0;;;;;;;-1.25
12425;HYPERTEXT TRANSFER PROTOCOL SERVER;PRINT SERVER;0;;;;;;;-1.25
12426;INSTANT MESSAGING;PRINT SERVER;0;;;;;;;-0.50
12427;INTERNET;PRINT SERVER;0;;;;;;;-1.25
12428;INTERNET INFRASTRUCTURE;PRINT SERVER;0;;;;;;;-1.00
12429;INTERNET MAIL ACCESS PROTOCOL;PRINT SERVER;0;;;;;;;-1.25
12430;INTERNET PROTOCOL;PRINT SERVER;0;;;;;;;-1.25
12431;INTERNET PROTOCOL ADDRESS;PRINT SERVER;0;;;;;;;-1.25
12432;INTERNET PROTOCOL NETWORK;PRINT SERVER;0;;;;;;;-1.25
12433;INTERNET SERVICE PROVIDER;PRINT SERVER;0;;;;;;;-1.00
12434;INTERNET SOFTWARE;PRINT SERVER;0;;;;;;;-1.25
12435;INTERNET2;PRINT SERVER;0;;;;;;;-0.50
12436;INTERPROCESS COMMUNICATION;PRINT SERVER;0;;;;;;;0.00
12437;INTRANET;PRINT SERVER;0;;;;;;;-1.25
12438;JAVASERVER PAGE;PRINT SERVER;0;;;;;;;-1.00
12439;LINK LAYER;PRINT SERVER;0;;;;;;;-1.00
12440;LOCAL AREA NETWORK;PRINT SERVER;0;;;;;;;-0.50
12441;MAGNETIC DISK;PRINT SERVER;0;;;;;;;0.00
12442;MAIL SERVER;PRINT SERVER;0;;;;;;;-1.25
12443;MALICIOUS SOFTWARE;PRINT SERVER;0;;;;;;;-1.50
12444;MASS STORAGE;PRINT SERVER;0;;;;;;;-1.25
12445;METROPOLITAN AREA NETWORK;PRINT SERVER;0;;;;;;;-0.50
12446;MNEMONIC ADDRESS;PRINT SERVER;0;;;;;;;-1.00
12447;MNEMONIC DOMAIN NAME;PRINT SERVER;0;;;;;;;-1.00
12448;NAME SERVER;PRINT SERVER;0;;;;;;;-1.25
12449;NETWORK;PRINT SERVER;0;;;;;;;-1.25
12450;NETWORK LAYER;PRINT SERVER;0;;;;;;;-1.00
12451;NETWORK NEWS TRANSFER PROTOCOL;PRINT SERVER;0;;;;;;;-0.50
12452;NETWORK SOFTWARE;PRINT SERVER;0;;;;;;;-1.25
12453;OPEN NETWORK;PRINT SERVER;0;;;;;;;-1.50
12454;PEER-TO-PEER MODEL;PRINT SERVER;0;;;;;;;-0.50
12455;PERSONAL AREA NETWORK;PRINT SERVER;0;;;;;;;-0.50
12456;PHISHING;PRINT SERVER;0;;;;;;;-2.00
12457;PHONE NETWORK;PRINT SERVER;0;;;;;;;-1.25
12458;PHP;PRINT SERVER;0;;;;;;;-1.00
12459;PORT NUMBER;PRINT SERVER;0;;;;;;;-1.00
12460;POST OFFICE PROTOCOL VERSION 3;PRINT SERVER;0;;;;;;;-1.00
12461;PRIVATE-KEY;PRINT SERVER;0;;;;;;;-2.00
12462;PROTOCOL;PRINT SERVER;0;;;;;;;-1.25
12463;PROXY SERVER;PRINT SERVER;0;;;;;;;-2.00
12464;PUBLIC-KEY;PRINT SERVER;0;;;;;;;-1.25
12465;PUBLIC-KEY ENCRYPTION;PRINT SERVER;0;;;;;;;-2.00
12466;REGISTERED DOMAIN;PRINT SERVER;0;;;;;;;-0.50
12467;REMOTE MAIL SERVER;PRINT SERVER;0;;;;;;;-1.00
12468;REMOTE SERVER;PRINT SERVER;0;;;;;;;-1.00
12469;REPEATER;PRINT SERVER;0;;;;;;;0.00
12470;ROUTER;PRINT SERVER;0;;;;;;;-1.00
12471;SECURE SHELL;PRINT SERVER;0;;;;;;;-1.00
12472;SECURE SOCKET LAYER;PRINT SERVER;0;;;;;;;-2.00
12473;SERVER;PRINT SERVER;0;;;;;;;-1.25
12474;SERVER SIDE;PRINT SERVER;0;;;;;;;-1.25
12475;SERVLETS;PRINT SERVER;0;;;;;;;-1.00
12476;SIMPLE MAIL TRANSFER PROTOCOL;PRINT SERVER;0;;;;;;;-1.25
12477;SOFTWARE;PRINT SERVER;0;;;;;;;-1.25
12478;SPYWARE;PRINT SERVER;0;;;;;;;-2.00
12479;STAR;PRINT SERVER;0;;;;;;;-1.50
12480;SUBDOMAINS;PRINT SERVER;0;;;;;;;-0.50
12481;SWITCH;PRINT SERVER;0;;;;;;;-0.50
12482;TAG;PRINT SERVER;0;;;;;;;-1.50
12483;TIER-1 INTERNET SERVICE PROVIDER;PRINT SERVER;0;;;;;;;-0.50
12484;TIER-2 INTERNET SERVICE PROVIDER;PRINT SERVER;0;;;;;;;-0.50
12485;TIER-3 INTERNET SERVICE PROVIDER;PRINT SERVER;0;;;;;;;-0.50
12486;TOP-LEVEL DOMAINS;PRINT SERVER;0;;;;;;;-0.50
12487;TRADITIONAL TELEPHONE;PRINT SERVER;0;;;;;;;-1.25
12488;TRANSMISSION CONTROL PROTOCOL;PRINT SERVER;0;;;;;;;-1.00
12489;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;PRINT SERVER;0;;;;;;;-1.00
12490;TRANSPORT LAYER;PRINT SERVER;0;;;;;;;-1.00
12491;TROJAN HORSE;PRINT SERVER;0;;;;;;;-2.00
12492;UNIFORM RESOURCE LOCATOR;PRINT SERVER;0;;;;;;;-1.25
12493;USER DATAGRAM PROTOCOL;PRINT SERVER;0;;;;;;;-1.50
12494;VIRUS;PRINT SERVER;0;;;;;;;-2.00
12495;VOICE OVER INTERNET PROTOCOL;PRINT SERVER;0;;;;;;;-1.00
12496;WEBSERVER;PRINT SERVER;0;;;;;;;-1.00
12497;WIDE AREA NETWORK;PRINT SERVER;0;;;;;;;-1.25
12498;WIRELESS NETWORK;PRINT SERVER;0;;;;;;;-0.50
12499;WORLD WIDE WEB;PRINT SERVER;0;;;;;;;-1.00
12500;WORM;PRINT SERVER;0;;;;;;;-2.00
12501;SECOND GENERATION;PRINT SERVER;0;;;;;;;-1.25
12502;EMAIL;PRINT SERVER;0;;;;;;;-1.25
12503;CLIENT-SIDE;PRINT SERVER;0;;;;;;;-1.25
12504;SERVER-SIDE;PRINT SERVER;0;;;;;;;-1.25
12505;SERVLET;PRINT SERVER;0;;;;;;;-1.00
12506;WEBSERVERS;PRINT SERVER;0;;;;;;;-1.00
12507;4G;PRINT SERVER;0;;;;;;;-0.50
12508;ANTIVIRUS SOFTWARE;PRINT SERVER;0;;;;;;;-2.00
12509;SEARCH ENGINE;PRINT SERVER;0;;;;;;;-1.00
12510;WIFI NETWORK;PRINT SERVER;0;;;;;;;-1.00
12511;1G;PRIVATE-KEY;0;;;;;;;1.50
12512;3G;PRIVATE-KEY;0;;;;;;;1.50
12513;ACCESS INTERNET SERVICE PROVIDER;PRIVATE-KEY;0;;;;;;;1.00
12514;ACCESS POINT;PRIVATE-KEY;0;;;;;;;1.00
12515;ACTIVE SERVER PAGE;PRIVATE-KEY;0;;;;;;;1.00
12516;ADDRESSING SYSTEM;PRIVATE-KEY;0;;;;;;;1.00
12517;APPLICATION LAYER;PRIVATE-KEY;0;;;;;;;1.00
12518;AUDITING SOFTWARE;PRIVATE-KEY;0;;;;;;;0.00
12519;BIT PATTERN;PRIVATE-KEY;0;;;;;;;1.50
12520;BODY;PRIVATE-KEY;0;;;;;;;1.25
12521;BRIDGE;PRIVATE-KEY;0;;;;;;;2.00
12522;BROWSER;PRIVATE-KEY;0;;;;;;;1.00
12523;BUS;PRIVATE-KEY;0;;;;;;;1.00
12524;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;PRIVATE-KEY;0;;;;;;;1.25
12525;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;PRIVATE-KEY;0;;;;;;;1.25
12526;CERTIFICATE;PRIVATE-KEY;0;;;;;;;0.00
12527;CERTIFICATE AUTHORITY;PRIVATE-KEY;0;;;;;;;0.00
12528;CLIENT;PRIVATE-KEY;0;;;;;;;1.25
12529;CLIENT SIDE;PRIVATE-KEY;0;;;;;;;1.25
12530;CLIENT/SERVER MODEL;PRIVATE-KEY;0;;;;;;;2.00
12531;CLOUD COMPUTING;PRIVATE-KEY;0;;;;;;;1.75
12532;CLUSTER COMPUTE;PRIVATE-KEY;0;;;;;;;2.00
12533;COLLISION AVOIDANCE;PRIVATE-KEY;0;;;;;;;1.25
12534;COLLISION DETECTION;PRIVATE-KEY;0;;;;;;;1.25
12535;COMPUTER;PRIVATE-KEY;0;;;;;;;1.25
12536;COMPUTER SYSTEM;PRIVATE-KEY;0;;;;;;;1.25
12537;CONTENT DELIVERY NETWORK;PRIVATE-KEY;0;;;;;;;1.50
12538;DENIAL OF SERVICE;PRIVATE-KEY;0;;;;;;;0.00
12539;DIGITAL SIGNATURE;PRIVATE-KEY;0;;;;;;;0.00
12540;DISTRIBUTED SYSTEM;PRIVATE-KEY;0;;;;;;;1.75
12541;DOMAIN;PRIVATE-KEY;0;;;;;;;1.00
12542;DOMAIN NAME;PRIVATE-KEY;0;;;;;;;1.00
12543;DOMAIN NAME SYSTEM;PRIVATE-KEY;0;;;;;;;1.00
12544;ENCRYPTION;PRIVATE-KEY;0;;;;;;;0.00
12545;END SYSTEM;PRIVATE-KEY;0;;;;;;;1.25
12546;END USER;PRIVATE-KEY;0;;;;;;;1.25
12547;ETHERNET NETWORK;PRIVATE-KEY;0;;;;;;;1.00
12548;EXTENSIBLE MARKUP LANGUAGE;PRIVATE-KEY;0;;;;;;;1.00
12549;FILE SERVER;PRIVATE-KEY;0;;;;;;;1.25
12550;FILE TRANSFER PROTOCOL;PRIVATE-KEY;0;;;;;;;1.00
12551;FIREWALL;PRIVATE-KEY;0;;;;;;;0.00
12552;FORWARDING TABLE;PRIVATE-KEY;0;;;;;;;1.25
12553;GATEWAY;PRIVATE-KEY;0;;;;;;;1.50
12554;GRID COMPUTE;PRIVATE-KEY;0;;;;;;;2.00
12555;HEAD;PRIVATE-KEY;0;;;;;;;1.50
12556;HIDDEN TERMINAL PROBLEM;PRIVATE-KEY;0;;;;;;;2.00
12557;HOP COUNT;PRIVATE-KEY;0;;;;;;;0.50
12558;HOT SPOT;PRIVATE-KEY;0;;;;;;;1.50
12559;HUB;PRIVATE-KEY;0;;;;;;;2.00
12560;HYPERTEXT;PRIVATE-KEY;0;;;;;;;1.00
12561;HYPERTEXT DOCUMENT;PRIVATE-KEY;0;;;;;;;1.00
12562;HYPERTEXT MARKUP LANGUAGE;PRIVATE-KEY;0;;;;;;;1.00
12563;HYPERTEXT TRANSFER PROTOCOL;PRIVATE-KEY;0;;;;;;;1.00
12564;HYPERTEXT TRANSFER PROTOCOL SERVER;PRIVATE-KEY;0;;;;;;;1.00
12565;INSTANT MESSAGING;PRIVATE-KEY;0;;;;;;;1.75
12566;INTERNET;PRIVATE-KEY;0;;;;;;;1.25
12567;INTERNET INFRASTRUCTURE;PRIVATE-KEY;0;;;;;;;1.00
12568;INTERNET MAIL ACCESS PROTOCOL;PRIVATE-KEY;0;;;;;;;1.00
12569;INTERNET PROTOCOL;PRIVATE-KEY;0;;;;;;;1.25
12570;INTERNET PROTOCOL ADDRESS;PRIVATE-KEY;0;;;;;;;1.25
12571;INTERNET PROTOCOL NETWORK;PRIVATE-KEY;0;;;;;;;1.25
12572;INTERNET SERVICE PROVIDER;PRIVATE-KEY;0;;;;;;;1.00
12573;INTERNET SOFTWARE;PRIVATE-KEY;0;;;;;;;1.25
12574;INTERNET2;PRIVATE-KEY;0;;;;;;;1.50
12575;INTERPROCESS COMMUNICATION;PRIVATE-KEY;0;;;;;;;2.00
12576;INTRANET;PRIVATE-KEY;0;;;;;;;1.50
12577;JAVASERVER PAGE;PRIVATE-KEY;0;;;;;;;1.00
12578;LINK LAYER;PRIVATE-KEY;0;;;;;;;1.00
12579;LOCAL AREA NETWORK;PRIVATE-KEY;0;;;;;;;1.75
12580;MAGNETIC DISK;PRIVATE-KEY;0;;;;;;;2.00
12581;MAIL SERVER;PRIVATE-KEY;0;;;;;;;1.00
12582;MALICIOUS SOFTWARE;PRIVATE-KEY;0;;;;;;;1.00
12583;MASS STORAGE;PRIVATE-KEY;0;;;;;;;1.75
12584;METROPOLITAN AREA NETWORK;PRIVATE-KEY;0;;;;;;;1.75
12585;MNEMONIC ADDRESS;PRIVATE-KEY;0;;;;;;;1.00
12586;MNEMONIC DOMAIN NAME;PRIVATE-KEY;0;;;;;;;1.00
12587;NAME SERVER;PRIVATE-KEY;0;;;;;;;1.25
12588;NETWORK;PRIVATE-KEY;0;;;;;;;1.25
12589;NETWORK LAYER;PRIVATE-KEY;0;;;;;;;1.00
12590;NETWORK NEWS TRANSFER PROTOCOL;PRIVATE-KEY;0;;;;;;;1.50
12591;NETWORK SOFTWARE;PRIVATE-KEY;0;;;;;;;1.25
12592;OPEN NETWORK;PRIVATE-KEY;0;;;;;;;1.00
12593;PEER-TO-PEER MODEL;PRIVATE-KEY;0;;;;;;;1.75
12594;PERSONAL AREA NETWORK;PRIVATE-KEY;0;;;;;;;1.75
12595;PHISHING;PRIVATE-KEY;0;;;;;;;0.00
12596;PHONE NETWORK;PRIVATE-KEY;0;;;;;;;1.75
12597;PHP;PRIVATE-KEY;0;;;;;;;1.00
12598;PORT NUMBER;PRIVATE-KEY;0;;;;;;;1.00
12599;POST OFFICE PROTOCOL VERSION 3;PRIVATE-KEY;0;;;;;;;1.00
12600;PRINT SERVER;PRIVATE-KEY;0;;;;;;;2.00
12601;PROTOCOL;PRIVATE-KEY;0;;;;;;;1.25
12602;PROXY SERVER;PRIVATE-KEY;0;;;;;;;0.00
12603;PUBLIC-KEY;PRIVATE-KEY;0;;;;;;;1.50
12604;PUBLIC-KEY ENCRYPTION;PRIVATE-KEY;0;;;;;;;0.00
12605;REGISTERED DOMAIN;PRIVATE-KEY;0;;;;;;;1.50
12606;REMOTE MAIL SERVER;PRIVATE-KEY;0;;;;;;;1.00
12607;REMOTE SERVER;PRIVATE-KEY;0;;;;;;;1.00
12608;REPEATER;PRIVATE-KEY;0;;;;;;;2.00
12609;ROUTER;PRIVATE-KEY;0;;;;;;;1.00
12610;SECURE SHELL;PRIVATE-KEY;0;;;;;;;1.00
12611;SECURE SOCKET LAYER;PRIVATE-KEY;0;;;;;;;0.00
12612;SERVER;PRIVATE-KEY;0;;;;;;;1.25
12613;SERVER SIDE;PRIVATE-KEY;0;;;;;;;1.25
12614;SERVLETS;PRIVATE-KEY;0;;;;;;;1.00
12615;SIMPLE MAIL TRANSFER PROTOCOL;PRIVATE-KEY;0;;;;;;;1.00
12616;SOFTWARE;PRIVATE-KEY;0;;;;;;;1.25
12617;SPYWARE;PRIVATE-KEY;0;;;;;;;0.00
12618;STAR;PRIVATE-KEY;0;;;;;;;1.00
12619;SUBDOMAINS;PRIVATE-KEY;0;;;;;;;1.50
12620;SWITCH;PRIVATE-KEY;0;;;;;;;1.75
12621;TAG;PRIVATE-KEY;0;;;;;;;1.00
12622;TIER-1 INTERNET SERVICE PROVIDER;PRIVATE-KEY;0;;;;;;;1.50
12623;TIER-2 INTERNET SERVICE PROVIDER;PRIVATE-KEY;0;;;;;;;1.50
12624;TIER-3 INTERNET SERVICE PROVIDER;PRIVATE-KEY;0;;;;;;;1.50
12625;TOP-LEVEL DOMAINS;PRIVATE-KEY;0;;;;;;;1.50
12626;TRADITIONAL TELEPHONE;PRIVATE-KEY;0;;;;;;;1.75
12627;TRANSMISSION CONTROL PROTOCOL;PRIVATE-KEY;0;;;;;;;1.00
12628;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;PRIVATE-KEY;0;;;;;;;1.00
12629;TRANSPORT LAYER;PRIVATE-KEY;0;;;;;;;1.00
12630;TROJAN HORSE;PRIVATE-KEY;0;;;;;;;0.00
12631;UNIFORM RESOURCE LOCATOR;PRIVATE-KEY;0;;;;;;;0.75
12632;USER DATAGRAM PROTOCOL;PRIVATE-KEY;0;;;;;;;0.50
12633;VIRUS;PRIVATE-KEY;0;;;;;;;0.00
12634;VOICE OVER INTERNET PROTOCOL;PRIVATE-KEY;0;;;;;;;1.00
12635;WEBSERVER;PRIVATE-KEY;0;;;;;;;1.25
12636;WIDE AREA NETWORK;PRIVATE-KEY;0;;;;;;;1.75
12637;WIRELESS NETWORK;PRIVATE-KEY;0;;;;;;;1.75
12638;WORLD WIDE WEB;PRIVATE-KEY;0;;;;;;;1.50
12639;WORM;PRIVATE-KEY;0;;;;;;;0.00
12640;SECOND GENERATION;PRIVATE-KEY;0;;;;;;;1.50
12641;EMAIL;PRIVATE-KEY;0;;;;;;;1.00
12642;CLIENT-SIDE;PRIVATE-KEY;0;;;;;;;1.25
12643;SERVER-SIDE;PRIVATE-KEY;0;;;;;;;1.25
12644;SERVLET;PRIVATE-KEY;0;;;;;;;1.00
12645;WEBSERVERS;PRIVATE-KEY;0;;;;;;;1.25
12646;4G;PRIVATE-KEY;0;;;;;;;1.50
12647;ANTIVIRUS SOFTWARE;PRIVATE-KEY;0;;;;;;;0.00
12648;SEARCH ENGINE;PRIVATE-KEY;0;;;;;;;1.50
12649;WIFI NETWORK;PRIVATE-KEY;0;;;;;;;1.00
12650;1G;PROTOCOL;0;;;;;;;1.00
12651;3G;PROTOCOL;0;;;;;;;1.00
12652;ACCESS INTERNET SERVICE PROVIDER;PROTOCOL;0;;;;;;;0.00
12653;ACCESS POINT;PROTOCOL;0;;;;;;;0.00
12654;ACTIVE SERVER PAGE;PROTOCOL;0;;;;;;;0.00
12655;ADDRESSING SYSTEM;PROTOCOL;0;;;;;;;0.00
12656;APPLICATION LAYER;PROTOCOL;0;;;;;;;0.00
12657;AUDITING SOFTWARE;PROTOCOL;0;;;;;;;-1.25
12658;BIT PATTERN;PROTOCOL;0;;;;;;;0.00
12659;BODY;PROTOCOL;0;;;;;;;0.00
12660;BRIDGE;PROTOCOL;0;;;;;;;1.25
