prerequisite;advanced;m1;m2;m2_sentence;m3;m4;m4a;m4b;m5
DOMAIN NAME;PRINT SERVER;;0;0;;;;;
DOMAIN NAME SYSTEM;PRINT SERVER;;0;0;;;;;
ENCRYPTION;PRINT SERVER;;0;0;;;;;
END SYSTEM;PRINT SERVER;;0;0;;;;;
END USER;PRINT SERVER;;0;0;;;;;
ETHERNET NETWORK;PRINT SERVER;;0;0;;;;;
EXTENSIBLE MARKUP LANGUAGE;PRINT SERVER;;0;0;;;;;
FILE SERVER;PRINT SERVER;;0;0;;;;;
FILE TRANSFER PROTOCOL;PRINT SERVER;;0;0;;;;;
FIREWALL;PRINT SERVER;;0;0;;;;;
FORWARDING TABLE;PRINT SERVER;;0;0;;;;;
GATEWAY;PRINT SERVER;;0;0;;;;;
GRID COMPUTE;PRINT SERVER;;0;0;;;;;
HEAD;PRINT SERVER;;0;0;;;;;
HIDDEN TERMINAL PROBLEM;PRINT SERVER;;0;0;;;;;
HOP COUNT;PRINT SERVER;;0;0;;;;;
HOT SPOT;PRINT SERVER;;0;0;;;;;
HUB;PRINT SERVER;;0;0;;;;;
HYPERTEXT;PRINT SERVER;;0;0;;;;;
HYPERTEXT DOCUMENT;PRINT SERVER;;0;0;;;;;
HYPERTEXT MARKUP LANGUAGE;PRINT SERVER;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL;PRINT SERVER;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL SERVER;PRINT SERVER;;0;0;;;;;
INSTANT MESSAGING;PRINT SERVER;;0;0;;;;;
INTERNET;PRINT SERVER;;0;0;;;;;
INTERNET INFRASTRUCTURE;PRINT SERVER;;0;0;;;;;
INTERNET MAIL ACCESS PROTOCOL;PRINT SERVER;;0;0;;;;;
INTERNET PROTOCOL;PRINT SERVER;;0;0;;;;;
INTERNET PROTOCOL ADDRESS;PRINT SERVER;;0;0;;;;;
INTERNET PROTOCOL NETWORK;PRINT SERVER;;0;0;;;;;
INTERNET SERVICE PROVIDER;PRINT SERVER;;0;0;;;;;
INTERNET SOFTWARE;PRINT SERVER;;0;0;;;;;
INTERNET2;PRINT SERVER;;0;0;;;;;
INTERPROCESS COMMUNICATION;PRINT SERVER;;0;0;;;;;
INTRANET;PRINT SERVER;;0;0;;;;;
JAVASERVER PAGE;PRINT SERVER;;0;0;;;;;
LINK LAYER;PRINT SERVER;;0;0;;;;;
LOCAL AREA NETWORK;PRINT SERVER;;0;0;;;;;
MAGNETIC DISK;PRINT SERVER;;0;0;;;;;
MAIL SERVER;PRINT SERVER;;0;0;;;;;
MALICIOUS SOFTWARE;PRINT SERVER;;0;0;;;;;
MASS STORAGE;PRINT SERVER;;0;0;;;;;
METROPOLITAN AREA NETWORK;PRINT SERVER;;0;0;;;;;
MNEMONIC ADDRESS;PRINT SERVER;;0;0;;;;;
MNEMONIC DOMAIN NAME;PRINT SERVER;;0;0;;;;;
NAME SERVER;PRINT SERVER;;0;0;;;;;
NETWORK;PRINT SERVER;;0;0;;;;;
NETWORK LAYER;PRINT SERVER;;0;0;;;;;
NETWORK NEWS TRANSFER PROTOCOL;PRINT SERVER;;0;0;;;;;
NETWORK SOFTWARE;PRINT SERVER;;0;0;;;;;
OPEN NETWORK;PRINT SERVER;;0;0;;;;;
PEER-TO-PEER MODEL;PRINT SERVER;;0;0;;;;;
PERSONAL AREA NETWORK;PRINT SERVER;;0;0;;;;;
PHISHING;PRINT SERVER;;0;0;;;;;
PHONE NETWORK;PRINT SERVER;;0;0;;;;;
PHP;PRINT SERVER;;0;0;;;;;
PORT NUMBER;PRINT SERVER;;0;0;;;;;
POST OFFICE PROTOCOL VERSION 3;PRINT SERVER;;0;0;;;;;
PRIVATE-KEY;PRINT SERVER;;0;0;;;;;
PROTOCOL;PRINT SERVER;;0;0;;;;;
PROXY SERVER;PRINT SERVER;;0;0;;;;;
PUBLIC-KEY;PRINT SERVER;;0;0;;;;;
PUBLIC-KEY ENCRYPTION;PRINT SERVER;;0;0;;;;;
REGISTERED DOMAIN;PRINT SERVER;;0;0;;;;;
REMOTE MAIL SERVER;PRINT SERVER;;0;0;;;;;
REMOTE SERVER;PRINT SERVER;;0;0;;;;;
REPEATER;PRINT SERVER;;0;0;;;;;
ROUTER;PRINT SERVER;;0;0;;;;;
SECURE SHELL;PRINT SERVER;;0;0;;;;;
SECURE SOCKET LAYER;PRINT SERVER;;0;0;;;;;
SERVER;PRINT SERVER;;0;0;;;;;
SERVER SIDE;PRINT SERVER;;0;0;;;;;
SERVLETS;PRINT SERVER;;0;0;;;;;
SIMPLE MAIL TRANSFER PROTOCOL;PRINT SERVER;;0;0;;;;;
SOFTWARE;PRINT SERVER;;0;0;;;;;
SPYWARE;PRINT SERVER;;0;0;;;;;
STAR;PRINT SERVER;;0;0;;;;;
SUBDOMAINS;PRINT SERVER;;0;0;;;;;
SWITCH;PRINT SERVER;;0;0;;;;;
TAG;PRINT SERVER;;0;0;;;;;
TIER-1 INTERNET SERVICE PROVIDER;PRINT SERVER;;0;0;;;;;
TIER-2 INTERNET SERVICE PROVIDER;PRINT SERVER;;0;0;;;;;
TIER-3 INTERNET SERVICE PROVIDER;PRINT SERVER;;0;0;;;;;
TOP-LEVEL DOMAINS;PRINT SERVER;;0;0;;;;;
TRADITIONAL TELEPHONE;PRINT SERVER;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL;PRINT SERVER;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;PRINT SERVER;;0;0;;;;;
TRANSPORT LAYER;PRINT SERVER;;0;0;;;;;
TROJAN HORSE;PRINT SERVER;;0;0;;;;;
UNIFORM RESOURCE LOCATOR;PRINT SERVER;;0;0;;;;;
USER DATAGRAM PROTOCOL;PRINT SERVER;;0;0;;;;;
VIRUS;PRINT SERVER;;0;0;;;;;
VOICE OVER INTERNET PROTOCOL;PRINT SERVER;;0;0;;;;;
WEBSERVER;PRINT SERVER;;0;0;;;;;
WIDE AREA NETWORK;PRINT SERVER;;0;0;;;;;
WIRELESS NETWORK;PRINT SERVER;;0;0;;;;;
WORLD WIDE WEB;PRINT SERVER;;0;0;;;;;
WORM;PRINT SERVER;;0;0;;;;;
SECOND GENERATION;PRINT SERVER;;0;0;;;;;
EMAIL;PRINT SERVER;;0;0;;;;;
CLIENT-SIDE;PRINT SERVER;;0;0;;;;;
SERVER-SIDE;PRINT SERVER;;0;0;;;;;
SERVLET;PRINT SERVER;;0;0;;;;;
WEBSERVERS;PRINT SERVER;;0;0;;;;;
4G;PRINT SERVER;;0;0;;;;;
ANTIVIRUS SOFTWARE;PRINT SERVER;;0;0;;;;;
SEARCH ENGINE;PRINT SERVER;;0;0;;;;;
WIFI NETWORK;PRINT SERVER;;0;0;;;;;
1G;PRIVATE-KEY;;0;0;;;;;
3G;PRIVATE-KEY;;0;0;;;;;
ACCESS INTERNET SERVICE PROVIDER;PRIVATE-KEY;;0;0;;;;;
ACCESS POINT;PRIVATE-KEY;;0;0;;;;;
ACTIVE SERVER PAGE;PRIVATE-KEY;;0;0;;;;;
ADDRESSING SYSTEM;PRIVATE-KEY;;0;0;;;;;
APPLICATION LAYER;PRIVATE-KEY;;0;0;;;;;
AUDITING SOFTWARE;PRIVATE-KEY;;0;0;;;;;
BIT PATTERN;PRIVATE-KEY;;0;0;;;;;
BODY;PRIVATE-KEY;;0;0;;;;;
BRIDGE;PRIVATE-KEY;;0;0;;;;;
BROWSER;PRIVATE-KEY;;0;0;;;;;
BUS;PRIVATE-KEY;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;PRIVATE-KEY;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;PRIVATE-KEY;;0;0;;;;;
CERTIFICATE;PRIVATE-KEY;;0;0;;;;;
CERTIFICATE AUTHORITY;PRIVATE-KEY;;0;0;;;;;
CLIENT;PRIVATE-KEY;;0;0;;;;;
CLIENT SIDE;PRIVATE-KEY;;0;0;;;;;
CLIENT/SERVER MODEL;PRIVATE-KEY;;0;0;;;;;
CLOUD COMPUTING;PRIVATE-KEY;;0;0;;;;;
CLUSTER COMPUTE;PRIVATE-KEY;;0;0;;;;;
COLLISION AVOIDANCE;PRIVATE-KEY;;0;0;;;;;
COLLISION DETECTION;PRIVATE-KEY;;0;0;;;;;
COMPUTER;PRIVATE-KEY;;0;0;;;;;
COMPUTER SYSTEM;PRIVATE-KEY;;0;0;;;;;
CONTENT DELIVERY NETWORK;PRIVATE-KEY;;0;0;;;;;
DENIAL OF SERVICE;PRIVATE-KEY;;0;0;;;;;
DIGITAL SIGNATURE;PRIVATE-KEY;;0;0;;;;;
DISTRIBUTED SYSTEM;PRIVATE-KEY;;0;0;;;;;
DOMAIN;PRIVATE-KEY;;0;0;;;;;
DOMAIN NAME;PRIVATE-KEY;;0;0;;;;;
DOMAIN NAME SYSTEM;PRIVATE-KEY;;0;0;;;;;
ENCRYPTION;PRIVATE-KEY;;0;0;;;;;
END SYSTEM;PRIVATE-KEY;;0;0;;;;;
END USER;PRIVATE-KEY;;0;0;;;;;
ETHERNET NETWORK;PRIVATE-KEY;;0;0;;;;;
EXTENSIBLE MARKUP LANGUAGE;PRIVATE-KEY;;0;0;;;;;
FILE SERVER;PRIVATE-KEY;;0;0;;;;;
FILE TRANSFER PROTOCOL;PRIVATE-KEY;;0;0;;;;;
FIREWALL;PRIVATE-KEY;;0;0;;;;;
FORWARDING TABLE;PRIVATE-KEY;;0;0;;;;;
GATEWAY;PRIVATE-KEY;;0;0;;;;;
GRID COMPUTE;PRIVATE-KEY;;0;0;;;;;
HEAD;PRIVATE-KEY;;0;0;;;;;
HIDDEN TERMINAL PROBLEM;PRIVATE-KEY;;0;0;;;;;
HOP COUNT;PRIVATE-KEY;;0;0;;;;;
HOT SPOT;PRIVATE-KEY;;0;0;;;;;
HUB;PRIVATE-KEY;;0;0;;;;;
HYPERTEXT;PRIVATE-KEY;;0;0;;;;;
HYPERTEXT DOCUMENT;PRIVATE-KEY;;0;0;;;;;
HYPERTEXT MARKUP LANGUAGE;PRIVATE-KEY;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL;PRIVATE-KEY;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL SERVER;PRIVATE-KEY;;0;0;;;;;
INSTANT MESSAGING;PRIVATE-KEY;;0;0;;;;;
INTERNET;PRIVATE-KEY;;0;0;;;;;
INTERNET INFRASTRUCTURE;PRIVATE-KEY;;0;0;;;;;
INTERNET MAIL ACCESS PROTOCOL;PRIVATE-KEY;;0;0;;;;;
INTERNET PROTOCOL;PRIVATE-KEY;;0;0;;;;;
INTERNET PROTOCOL ADDRESS;PRIVATE-KEY;;0;0;;;;;
INTERNET PROTOCOL NETWORK;PRIVATE-KEY;;0;0;;;;;
INTERNET SERVICE PROVIDER;PRIVATE-KEY;;0;0;;;;;
INTERNET SOFTWARE;PRIVATE-KEY;;0;0;;;;;
INTERNET2;PRIVATE-KEY;;0;0;;;;;
INTERPROCESS COMMUNICATION;PRIVATE-KEY;;0;0;;;;;
INTRANET;PRIVATE-KEY;;0;0;;;;;
JAVASERVER PAGE;PRIVATE-KEY;;0;0;;;;;
LINK LAYER;PRIVATE-KEY;;0;0;;;;;
LOCAL AREA NETWORK;PRIVATE-KEY;;0;0;;;;;
MAGNETIC DISK;PRIVATE-KEY;;0;0;;;;;
MAIL SERVER;PRIVATE-KEY;;0;0;;;;;
MALICIOUS SOFTWARE;PRIVATE-KEY;;0;0;;;;;
MASS STORAGE;PRIVATE-KEY;;0;0;;;;;
METROPOLITAN AREA NETWORK;PRIVATE-KEY;;0;0;;;;;
MNEMONIC ADDRESS;PRIVATE-KEY;;0;0;;;;;
MNEMONIC DOMAIN NAME;PRIVATE-KEY;;0;0;;;;;
NAME SERVER;PRIVATE-KEY;;0;0;;;;;
NETWORK;PRIVATE-KEY;;0;0;;;;;
NETWORK LAYER;PRIVATE-KEY;;0;0;;;;;
NETWORK NEWS TRANSFER PROTOCOL;PRIVATE-KEY;;0;0;;;;;
NETWORK SOFTWARE;PRIVATE-KEY;;0;0;;;;;
OPEN NETWORK;PRIVATE-KEY;;0;0;;;;;
PEER-TO-PEER MODEL;PRIVATE-KEY;;0;0;;;;;
PERSONAL AREA NETWORK;PRIVATE-KEY;;0;0;;;;;
PHISHING;PRIVATE-KEY;;0;0;;;;;
PHONE NETWORK;PRIVATE-KEY;;0;0;;;;;
PHP;PRIVATE-KEY;;0;0;;;;;
PORT NUMBER;PRIVATE-KEY;;0;0;;;;;
POST OFFICE PROTOCOL VERSION 3;PRIVATE-KEY;;0;0;;;;;
PRINT SERVER;PRIVATE-KEY;;0;0;;;;;
PROTOCOL;PRIVATE-KEY;;0;0;;;;;
PROXY SERVER;PRIVATE-KEY;;0;0;;;;;
PUBLIC-KEY;PRIVATE-KEY;;0;0;;;;;
PUBLIC-KEY ENCRYPTION;PRIVATE-KEY;;0;0;;;;;
REGISTERED DOMAIN;PRIVATE-KEY;;0;0;;;;;
REMOTE MAIL SERVER;PRIVATE-KEY;;0;0;;;;;
REMOTE SERVER;PRIVATE-KEY;;0;0;;;;;
REPEATER;PRIVATE-KEY;;0;0;;;;;
ROUTER;PRIVATE-KEY;;0;0;;;;;
SECURE SHELL;PRIVATE-KEY;;0;0;;;;;
SECURE SOCKET LAYER;PRIVATE-KEY;;0;0;;;;;
SERVER;PRIVATE-KEY;;0;0;;;;;
SERVER SIDE;PRIVATE-KEY;;0;0;;;;;
SERVLETS;PRIVATE-KEY;;0;0;;;;;
SIMPLE MAIL TRANSFER PROTOCOL;PRIVATE-KEY;;0;0;;;;;
SOFTWARE;PRIVATE-KEY;;0;0;;;;;
SPYWARE;PRIVATE-KEY;;0;0;;;;;
STAR;PRIVATE-KEY;;0;0;;;;;
SUBDOMAINS;PRIVATE-KEY;;0;0;;;;;
SWITCH;PRIVATE-KEY;;0;0;;;;;
TAG;PRIVATE-KEY;;0;0;;;;;
TIER-1 INTERNET SERVICE PROVIDER;PRIVATE-KEY;;0;0;;;;;
TIER-2 INTERNET SERVICE PROVIDER;PRIVATE-KEY;;0;0;;;;;
TIER-3 INTERNET SERVICE PROVIDER;PRIVATE-KEY;;0;0;;;;;
TOP-LEVEL DOMAINS;PRIVATE-KEY;;0;0;;;;;
TRADITIONAL TELEPHONE;PRIVATE-KEY;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL;PRIVATE-KEY;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;PRIVATE-KEY;;0;0;;;;;
TRANSPORT LAYER;PRIVATE-KEY;;0;0;;;;;
TROJAN HORSE;PRIVATE-KEY;;0;0;;;;;
UNIFORM RESOURCE LOCATOR;PRIVATE-KEY;;0;0;;;;;
USER DATAGRAM PROTOCOL;PRIVATE-KEY;;0;0;;;;;
VIRUS;PRIVATE-KEY;;0;0;;;;;
VOICE OVER INTERNET PROTOCOL;PRIVATE-KEY;;0;0;;;;;
WEBSERVER;PRIVATE-KEY;;0;0;;;;;
WIDE AREA NETWORK;PRIVATE-KEY;;0;0;;;;;
WIRELESS NETWORK;PRIVATE-KEY;;0;0;;;;;
WORLD WIDE WEB;PRIVATE-KEY;;0;0;;;;;
WORM;PRIVATE-KEY;;0;0;;;;;
SECOND GENERATION;PRIVATE-KEY;;0;0;;;;;
EMAIL;PRIVATE-KEY;;0;0;;;;;
CLIENT-SIDE;PRIVATE-KEY;;0;0;;;;;
SERVER-SIDE;PRIVATE-KEY;;0;0;;;;;
SERVLET;PRIVATE-KEY;;0;0;;;;;
WEBSERVERS;PRIVATE-KEY;;0;0;;;;;
4G;PRIVATE-KEY;;0;0;;;;;
ANTIVIRUS SOFTWARE;PRIVATE-KEY;;0;0;;;;;
SEARCH ENGINE;PRIVATE-KEY;;0;0;;;;;
WIFI NETWORK;PRIVATE-KEY;;0;0;;;;;
1G;PROTOCOL;;0;0;;;;;
3G;PROTOCOL;;0;0;;;;;
ACCESS INTERNET SERVICE PROVIDER;PROTOCOL;;0;0;;;;;
ACCESS POINT;PROTOCOL;;0;0;;;;;
ACTIVE SERVER PAGE;PROTOCOL;;0;0;;;;;
ADDRESSING SYSTEM;PROTOCOL;;0;0;;;;;
APPLICATION LAYER;PROTOCOL;;0;0;;;;;
AUDITING SOFTWARE;PROTOCOL;;0;0;;;;;
BIT PATTERN;PROTOCOL;;0;0;;;;;
BODY;PROTOCOL;;0;0;;;;;
BRIDGE;PROTOCOL;;0;0;;;;;
BROWSER;PROTOCOL;;0;0;;;;;
BUS;PROTOCOL;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;PROTOCOL;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;PROTOCOL;;0;0;;;;;
CERTIFICATE;PROTOCOL;;0;0;;;;;
CERTIFICATE AUTHORITY;PROTOCOL;;0;0;;;;;
CLIENT;PROTOCOL;;0;0;;;;;
CLIENT SIDE;PROTOCOL;;0;0;;;;;
CLIENT/SERVER MODEL;PROTOCOL;;0;0;;;;;
CLOUD COMPUTING;PROTOCOL;;0;0;;;;;
CLUSTER COMPUTE;PROTOCOL;;0;0;;;;;
COLLISION AVOIDANCE;PROTOCOL;;0;0;;;;;
COLLISION DETECTION;PROTOCOL;;0;0;;;;;
COMPUTER;PROTOCOL;;0;0;;;;;
COMPUTER SYSTEM;PROTOCOL;;0;0;;;;;
CONTENT DELIVERY NETWORK;PROTOCOL;;0;0;;;;;
DENIAL OF SERVICE;PROTOCOL;;0;0;;;;;
DIGITAL SIGNATURE;PROTOCOL;;0;0;;;;;
DISTRIBUTED SYSTEM;PROTOCOL;;0;0;;;;;
DOMAIN;PROTOCOL;;0;0;;;;;
DOMAIN NAME;PROTOCOL;;0;0;;;;;
DOMAIN NAME SYSTEM;PROTOCOL;;0;0;;;;;
ENCRYPTION;PROTOCOL;;0;0;;;;;
END SYSTEM;PROTOCOL;;0;0;;;;;
END USER;PROTOCOL;;0;0;;;;;
ETHERNET NETWORK;PROTOCOL;;0;0;;;;;
EXTENSIBLE MARKUP LANGUAGE;PROTOCOL;;0;0;;;;;
FILE SERVER;PROTOCOL;;0;0;;;;;
FILE TRANSFER PROTOCOL;PROTOCOL;;0;0;;;;;
FIREWALL;PROTOCOL;;0;0;;;;;
FORWARDING TABLE;PROTOCOL;;0;0;;;;;
GATEWAY;PROTOCOL;;0;0;;;;;
GRID COMPUTE;PROTOCOL;;0;0;;;;;
HEAD;PROTOCOL;;0;0;;;;;
HIDDEN TERMINAL PROBLEM;PROTOCOL;;0;0;;;;;
HOP COUNT;PROTOCOL;;0;0;;;;;
HOT SPOT;PROTOCOL;;0;0;;;;;
HUB;PROTOCOL;;0;0;;;;;
HYPERTEXT;PROTOCOL;;0;0;;;;;
HYPERTEXT DOCUMENT;PROTOCOL;;0;0;;;;;
HYPERTEXT MARKUP LANGUAGE;PROTOCOL;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL;PROTOCOL;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL SERVER;PROTOCOL;;0;0;;;;;
INSTANT MESSAGING;PROTOCOL;;0;0;;;;;
INTERNET;PROTOCOL;;0;0;;;;;
INTERNET INFRASTRUCTURE;PROTOCOL;;0;0;;;;;
INTERNET MAIL ACCESS PROTOCOL;PROTOCOL;;0;0;;;;;
INTERNET PROTOCOL;PROTOCOL;;0;0;;;;;
INTERNET PROTOCOL ADDRESS;PROTOCOL;;0;0;;;;;
INTERNET PROTOCOL NETWORK;PROTOCOL;;0;0;;;;;
INTERNET SERVICE PROVIDER;PROTOCOL;;0;0;;;;;
INTERNET SOFTWARE;PROTOCOL;;0;0;;;;;
INTERNET2;PROTOCOL;;0;0;;;;;
INTERPROCESS COMMUNICATION;PROTOCOL;;0;0;;;;;
INTRANET;PROTOCOL;;0;0;;;;;
JAVASERVER PAGE;PROTOCOL;;0;0;;;;;
LINK LAYER;PROTOCOL;;0;0;;;;;
LOCAL AREA NETWORK;PROTOCOL;;0;0;;;;;
MAGNETIC DISK;PROTOCOL;;0;0;;;;;
MAIL SERVER;PROTOCOL;;0;0;;;;;
MALICIOUS SOFTWARE;PROTOCOL;;0;0;;;;;
MASS STORAGE;PROTOCOL;;0;0;;;;;
METROPOLITAN AREA NETWORK;PROTOCOL;;0;0;;;;;
MNEMONIC ADDRESS;PROTOCOL;;0;0;;;;;
MNEMONIC DOMAIN NAME;PROTOCOL;;0;0;;;;;
NAME SERVER;PROTOCOL;;0;0;;;;;
NETWORK;PROTOCOL;;0;0;;;;;
NETWORK LAYER;PROTOCOL;;0;0;;;;;
NETWORK NEWS TRANSFER PROTOCOL;PROTOCOL;;0;0;;;;;
NETWORK SOFTWARE;PROTOCOL;;0;0;;;;;
OPEN NETWORK;PROTOCOL;;0;0;;;;;
PEER-TO-PEER MODEL;PROTOCOL;;0;0;;;;;
PERSONAL AREA NETWORK;PROTOCOL;;0;0;;;;;
PHISHING;PROTOCOL;;0;0;;;;;
PHONE NETWORK;PROTOCOL;;0;0;;;;;
PHP;PROTOCOL;;0;0;;;;;
PORT NUMBER;PROTOCOL;;0;0;;;;;
POST OFFICE PROTOCOL VERSION 3;PROTOCOL;;0;0;;;;;
PRINT SERVER;PROTOCOL;;0;0;;;;;
PRIVATE-KEY;PROTOCOL;;0;0;;;;;
PROXY SERVER;PROTOCOL;;0;0;;;;;
PUBLIC-KEY;PROTOCOL;;0;0;;;;;
PUBLIC-KEY ENCRYPTION;PROTOCOL;;0;0;;;;;
REGISTERED DOMAIN;PROTOCOL;;0;0;;;;;
REMOTE MAIL SERVER;PROTOCOL;;0;0;;;;;
REMOTE SERVER;PROTOCOL;;0;0;;;;;
REPEATER;PROTOCOL;;0;0;;;;;
ROUTER;PROTOCOL;;0;0;;;;;
SECURE SHELL;PROTOCOL;;0;0;;;;;
SECURE SOCKET LAYER;PROTOCOL;;0;0;;;;;
SERVER;PROTOCOL;;0;0;;;;;
SERVER SIDE;PROTOCOL;;0;0;;;;;
SERVLETS;PROTOCOL;;0;0;;;;;
SIMPLE MAIL TRANSFER PROTOCOL;PROTOCOL;;0;0;;;;;
SOFTWARE;PROTOCOL;;0;0;;;;;
SPYWARE;PROTOCOL;;0;0;;;;;
STAR;PROTOCOL;;0;0;;;;;
SUBDOMAINS;PROTOCOL;;0;0;;;;;
SWITCH;PROTOCOL;;0;0;;;;;
TAG;PROTOCOL;;0;0;;;;;
TIER-1 INTERNET SERVICE PROVIDER;PROTOCOL;;0;0;;;;;
TIER-2 INTERNET SERVICE PROVIDER;PROTOCOL;;0;0;;;;;
TIER-3 INTERNET SERVICE PROVIDER;PROTOCOL;;0;0;;;;;
TOP-LEVEL DOMAINS;PROTOCOL;;0;0;;;;;
TRADITIONAL TELEPHONE;PROTOCOL;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL;PROTOCOL;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;PROTOCOL;;0;0;;;;;
TRANSPORT LAYER;PROTOCOL;;0;0;;;;;
TROJAN HORSE;PROTOCOL;;0;0;;;;;
UNIFORM RESOURCE LOCATOR;PROTOCOL;;0;0;;;;;
USER DATAGRAM PROTOCOL;PROTOCOL;;0;0;;;;;
VIRUS;PROTOCOL;;0;0;;;;;
VOICE OVER INTERNET PROTOCOL;PROTOCOL;;0;0;;;;;
WEBSERVER;PROTOCOL;;0;0;;;;;
WIDE AREA NETWORK;PROTOCOL;;0;0;;;;;
WIRELESS NETWORK;PROTOCOL;;0;0;;;;;
WORLD WIDE WEB;PROTOCOL;;0;0;;;;;
WORM;PROTOCOL;;0;0;;;;;
SECOND GENERATION;PROTOCOL;;0;0;;;;;
EMAIL;PROTOCOL;;0;0;;;;;
CLIENT-SIDE;PROTOCOL;;0;0;;;;;
SERVER-SIDE;PROTOCOL;;0;0;;;;;
SERVLET;PROTOCOL;;0;0;;;;;
WEBSERVERS;PROTOCOL;;0;0;;;;;
4G;PROTOCOL;;0;0;;;;;
ANTIVIRUS SOFTWARE;PROTOCOL;;0;0;;;;;
SEARCH ENGINE;PROTOCOL;;0;0;;;;;
WIFI NETWORK;PROTOCOL;;0;0;;;;;
1G;PROXY SERVER;;0;0;;;;;
3G;PROXY SERVER;;0;0;;;;;
ACCESS INTERNET SERVICE PROVIDER;PROXY SERVER;;0;0;;;;;
ACCESS POINT;PROXY SERVER;;0;0;;;;;
ACTIVE SERVER PAGE;PROXY SERVER;;0;0;;;;;
ADDRESSING SYSTEM;PROXY SERVER;;0;0;;;;;
APPLICATION LAYER;PROXY SERVER;;0;0;;;;;
AUDITING SOFTWARE;PROXY SERVER;;0;0;;;;;
BIT PATTERN;PROXY SERVER;;0;0;;;;;
BODY;PROXY SERVER;;0;0;;;;;
BRIDGE;PROXY SERVER;;0;0;;;;;
BROWSER;PROXY SERVER;;0;0;;;;;
BUS;PROXY SERVER;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;PROXY SERVER;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;PROXY SERVER;;0;0;;;;;
CERTIFICATE;PROXY SERVER;;0;0;;;;;
CERTIFICATE AUTHORITY;PROXY SERVER;;0;0;;;;;
CLIENT;PROXY SERVER;;0;0;;;;;
CLIENT SIDE;PROXY SERVER;;0;0;;;;;
CLIENT/SERVER MODEL;PROXY SERVER;;0;0;;;;;
CLOUD COMPUTING;PROXY SERVER;;0;0;;;;;
CLUSTER COMPUTE;PROXY SERVER;;0;0;;;;;
COLLISION AVOIDANCE;PROXY SERVER;;0;0;;;;;
COLLISION DETECTION;PROXY SERVER;;0;0;;;;;
COMPUTER;PROXY SERVER;;0;0;;;;;
COMPUTER SYSTEM;PROXY SERVER;;0;0;;;;;
CONTENT DELIVERY NETWORK;PROXY SERVER;;0;0;;;;;
DENIAL OF SERVICE;PROXY SERVER;;0;0;;;;;
DIGITAL SIGNATURE;PROXY SERVER;;0;0;;;;;
DISTRIBUTED SYSTEM;PROXY SERVER;;0;0;;;;;
DOMAIN;PROXY SERVER;;0;0;;;;;
DOMAIN NAME;PROXY SERVER;;0;0;;;;;
DOMAIN NAME SYSTEM;PROXY SERVER;;0;0;;;;;
ENCRYPTION;PROXY SERVER;;0;0;;;;;
END SYSTEM;PROXY SERVER;;0;0;;;;;
END USER;PROXY SERVER;;0;0;;;;;
ETHERNET NETWORK;PROXY SERVER;;0;0;;;;;
EXTENSIBLE MARKUP LANGUAGE;PROXY SERVER;;0;0;;;;;
FILE SERVER;PROXY SERVER;;0;0;;;;;
FILE TRANSFER PROTOCOL;PROXY SERVER;;0;0;;;;;
FIREWALL;PROXY SERVER;;0;0;;;;;
FORWARDING TABLE;PROXY SERVER;;0;0;;;;;
GATEWAY;PROXY SERVER;;0;0;;;;;
GRID COMPUTE;PROXY SERVER;;0;0;;;;;
HEAD;PROXY SERVER;;0;0;;;;;
HIDDEN TERMINAL PROBLEM;PROXY SERVER;;0;0;;;;;
HOP COUNT;PROXY SERVER;;0;0;;;;;
HOT SPOT;PROXY SERVER;;0;0;;;;;
HUB;PROXY SERVER;;0;0;;;;;
HYPERTEXT;PROXY SERVER;;0;0;;;;;
HYPERTEXT DOCUMENT;PROXY SERVER;;0;0;;;;;
HYPERTEXT MARKUP LANGUAGE;PROXY SERVER;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL;PROXY SERVER;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL SERVER;PROXY SERVER;;0;0;;;;;
INSTANT MESSAGING;PROXY SERVER;;0;0;;;;;
